,id_str,user_id,text,created_at,entities,lang,time_zone
14,1243137619770269696,85306437,"#COVID19 does not spread through mosquitoes: Health Ministry

https://t.co/OmwhBC7hi4 

#Sakal #SakalNews #viral #SakalMedia #news #Corona #CoronavirusOutbreak #CoronaVillains #COVID #COVID2019 #COVID19outbreak",2020-03-26 11:27:59,"{'hashtags': [{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Sakal', 'indices': [88, 94]}, {'text': 'SakalNews', 'indices': [95, 105]}, {'text': 'viral', 'indices': [106, 112]}, {'text': 'SakalMedia', 'indices': [113, 124]}, {'text': 'news', 'indices': [125, 130]}, {'text': 'Corona', 'indices': [131, 138]}, {'text': 'CoronavirusOutbreak', 'indices': [139, 159]}, {'text': 'CoronaVillains', 'indices': [160, 175]}, {'text': 'COVID', 'indices': [176, 182]}, {'text': 'COVID2019', 'indices': [183, 193]}, {'text': 'COVID19outbreak', 'indices': [194, 210]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OmwhBC7hi4', 'expanded_url': 'http://www.esakal.com', 'display_url': 'esakal.com', 'indices': [62, 85]}]}",en,
15,1243137634274136064,849307147,Good decision https://t.co/mgmrxs4dBV,2020-03-26 11:28:03,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mgmrxs4dBV', 'expanded_url': 'https://twitter.com/abpanandatv/status/1243136705349038081', 'display_url': 'twitter.com/abpanandatv/st…', 'indices': [14, 37]}]}",en,
16,1243137720135716864,776307817762390016,"Peelu Tale chauraha Fatehpur U.P 212601 Aise Corona se ladna hai?? Itne tweet krne ke baad bhi koi action nahi na sanitisation na safai please take it seriously and shift outside from city
#CoronavirusOutbreak
@dmfatehpur @swachhbharat @narendramodi @drharshvardhan https://t.co/zofEmrHecK",2020-03-26 11:28:23,"{'hashtags': [{'text': 'CoronavirusOutbreak', 'indices': [189, 209]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dmfatehpur', 'name': 'DM FATEHPUR', 'id': 732881170505965569, 'id_str': '732881170505965569', 'indices': [210, 221]}, {'screen_name': 'swachhbharat', 'name': 'Swachh Bharat I #IndiaFightsCorona', 'id': 2831412223, 'id_str': '2831412223', 'indices': [222, 235]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [236, 249]}, {'screen_name': 'drharshvardhan', 'name': 'Dr Harsh Vardhan', 'id': 77732185, 'id_str': '77732185', 'indices': [250, 265]}], 'urls': [], 'media': [{'id': 1243137685230727170, 'id_str': '1243137685230727170', 'indices': [266, 289], 'media_url': 'http://pbs.twimg.com/media/EUCDI2cUMAIQ4_x.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCDI2cUMAIQ4_x.jpg', 'url': 'https://t.co/zofEmrHecK', 'display_url': 'pic.twitter.com/zofEmrHecK', 'expanded_url': 'https://twitter.com/Arqum28/status/1243137720135716864/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]}",en,
17,1243137753136668672,2908392914,The success of South Korea in limiting the corona virus damage is in aggressive testing for huge number of its citizens there by nipping the problem in the bud. I have heard USA is following the same path with more than 1L tests everyday. https://t.co/5Y9rA2XGZa,2020-03-26 11:28:31,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5Y9rA2XGZa', 'expanded_url': 'https://twitter.com/CNBCTV18Live/status/1243135166794481664', 'display_url': 'twitter.com/CNBCTV18Live/s…', 'indices': [239, 262]}]}",en,
18,1243137762200412160,1048949379200110592,"corona virus which is a very serious matter for all people of whole world 
this disease is mentioned in class 12 biology book of( Dr.Ramesh gupta ).
it is a type of flu which was spread due to change in weather .the most important symptoms of this virus is stiffness and cough . https://t.co/57n3CtYBeq",2020-03-26 11:28:33,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243137453445144579, 'id_str': '1243137453445144579', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EUCC7W-U4AMbM5u.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCC7W-U4AMbM5u.jpg', 'url': 'https://t.co/57n3CtYBeq', 'display_url': 'pic.twitter.com/57n3CtYBeq', 'expanded_url': 'https://twitter.com/AkashTe87302680/status/1243137762200412160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 433, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 765, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1305, 'h': 2048, 'resize': 'fit'}}}]}",en,
19,1243137952424824832,435542705,@UdaipurTimes I suggest empty trains due to lock down can be used to isolate corona suspects,2020-03-26 11:29:18,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'UdaipurTimes', 'name': 'UdaipurTimes', 'id': 143409231, 'id_str': '143409231', 'indices': [0, 13]}], 'urls': []}",en,
20,1243138110969368577,1243131564176769025,@AmitShah @pankaj21083 Befor corona could kill them help them to reach their homes....here we need Airlifted to save from  starvation,2020-03-26 11:29:56,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [0, 9]}, {'screen_name': 'pankaj21083', 'name': 'Pankajtripathy', 'id': 4644431832, 'id_str': '4644431832', 'indices': [10, 22]}], 'urls': []}",en,
21,1243138114354155521,753496614606471168,Our delievery staff is supplying refills at consumers doorstep. They are also corona volunteers n deserve some package from government. https://t.co/ZjblanDGjD,2020-03-26 11:29:57,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243138103872610304, 'id_str': '1243138103872610304', 'indices': [136, 159], 'media_url': 'http://pbs.twimg.com/media/EUCDhOAUYAAd6uZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCDhOAUYAAd6uZ.jpg', 'url': 'https://t.co/ZjblanDGjD', 'display_url': 'pic.twitter.com/ZjblanDGjD', 'expanded_url': 'https://twitter.com/Mahendragas/status/1243138114354155521/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 492, 'h': 1040, 'resize': 'fit'}, 'large': {'w': 492, 'h': 1040, 'resize': 'fit'}}}]}",en,
22,1243138150886596609,3402435521,"The situation in Italy now 😧 Spread to every careless person to see how the situation reached an advanced country in the medical field due to underestimating the virus. 🤕
#CoronaVillains #Corona #CoronavirusLockdown #coronavirusindia https://t.co/JdgUu6HDKR",2020-03-26 11:30:06,"{'hashtags': [{'text': 'CoronaVillains', 'indices': [171, 186]}, {'text': 'Corona', 'indices': [187, 194]}, {'text': 'CoronavirusLockdown', 'indices': [195, 215]}, {'text': 'coronavirusindia', 'indices': [216, 233]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243138029121728514, 'id_str': '1243138029121728514', 'indices': [234, 257], 'media_url': 'http://pbs.twimg.com/media/EUCDc3iUcAIu_Ol.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCDc3iUcAIu_Ol.jpg', 'url': 'https://t.co/JdgUu6HDKR', 'display_url': 'pic.twitter.com/JdgUu6HDKR', 'expanded_url': 'https://twitter.com/vijuvijayan6/status/1243138150886596609/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",en,
23,1243138431674245120,3636023953,Yes....must be clear https://t.co/EtGpJweBkJ,2020-03-26 11:31:13,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EtGpJweBkJ', 'expanded_url': 'https://twitter.com/gkajnabi/status/1243054001958068224', 'display_url': 'twitter.com/gkajnabi/statu…', 'indices': [21, 44]}]}",en,
24,1243138519960129536,2755356752,"@realDonaldTrump Sir please repeat your earlier statment; Corona Virus is #ChineseVirus19, period.",2020-03-26 11:31:34,"{'hashtags': [{'text': 'ChineseVirus19', 'indices': [74, 89]}], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [0, 16]}], 'urls': []}",en,
25,1243138797371420672,1242027273789661185,"@Inkhabar @NewsX @PMOIndia @narendramodi @MoHFW_INDIA @MIB_India Hii, we have made this Malwi rap on corona #infotainment https://t.co/cJEEHZQv2C",2020-03-26 11:32:40,"{'hashtags': [{'text': 'infotainment', 'indices': [108, 121]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Inkhabar', 'name': 'InKhabar', 'id': 291630681, 'id_str': '291630681', 'indices': [0, 9]}, {'screen_name': 'NewsX', 'name': 'NewsX', 'id': 23405846, 'id_str': '23405846', 'indices': [10, 16]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [17, 26]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [27, 40]}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [41, 53]}, {'screen_name': 'MIB_India', 'name': 'MIB India 🇮🇳 #StayHome #StaySafe', 'id': 920488039, 'id_str': '920488039', 'indices': [54, 64]}], 'urls': [], 'media': [{'id': 1243138682627870722, 'id_str': '1243138682627870722', 'indices': [122, 145], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243138682627870722/pu/img/lg07DWnJQXqHteLF.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243138682627870722/pu/img/lg07DWnJQXqHteLF.jpg', 'url': 'https://t.co/cJEEHZQv2C', 'display_url': 'pic.twitter.com/cJEEHZQv2C', 'expanded_url': 'https://twitter.com/VarshaS04578321/status/1243138797371420672/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}}}]}",en,
26,1243138858943832065,140761184,Corona Rap written and sung by my son Garv. Hope everyone follow the advice in the Rap. @PMOIndia @narendramodi @ArvindKejriwal @myogiadityanath #StopCoronaVirus #coronavirusindia #CoronaRap https://t.co/AR0gCoyWAO,2020-03-26 11:32:55,"{'hashtags': [{'text': 'StopCoronaVirus', 'indices': [145, 161]}, {'text': 'coronavirusindia', 'indices': [162, 179]}, {'text': 'CoronaRap', 'indices': [180, 190]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [88, 97]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [98, 111]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [112, 127]}, {'screen_name': 'myogiadityanath', 'name': 'Yogi Adityanath', 'id': 3437532637, 'id_str': '3437532637', 'indices': [128, 144]}], 'urls': [], 'media': [{'id': 1243138772125900801, 'id_str': '1243138772125900801', 'indices': [191, 214], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1243138772125900801/pu/img/oOjIyXfen9zcOySR.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1243138772125900801/pu/img/oOjIyXfen9zcOySR.jpg', 'url': 'https://t.co/AR0gCoyWAO', 'display_url': 'pic.twitter.com/AR0gCoyWAO', 'expanded_url': 'https://twitter.com/sachin_singla/status/1243138858943832065/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}",en,
27,1243138877927428096,1221015045477453825,Corona please go and kill such ISIS bastards...such insanes should not be called humans they are worse than animals..😡😡 https://t.co/mdiapbcYbd,2020-03-26 11:32:59,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mdiapbcYbd', 'expanded_url': 'https://twitter.com/Javedakhtarjadu/status/1242910883610628096', 'display_url': 'twitter.com/Javedakhtarjad…', 'indices': [120, 143]}]}",en,
28,1243138887838384131,988821238977040385,"1500 Deaths within 2 Days In Italy 
 ,Corona Is not a Joke 🙏🙏 https://t.co/y5T95Jcg6W",2020-03-26 11:33:01,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243138878136963077, 'id_str': '1243138878136963077', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/EUCEOSXU0AUqGnM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUCEOSXU0AUqGnM.jpg', 'url': 'https://t.co/y5T95Jcg6W', 'display_url': 'pic.twitter.com/y5T95Jcg6W', 'expanded_url': 'https://twitter.com/Adityaa01247158/status/1243138887838384131/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 588, 'h': 636, 'resize': 'fit'}, 'small': {'w': 588, 'h': 636, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 588, 'h': 636, 'resize': 'fit'}}}]}",en,
29,1243138891734863872,1642436714,"Shot at site orders must be issued for these lockdown violators , all may be carriers of Corona https://t.co/TCP5gZQk22",2020-03-26 11:33:02,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TCP5gZQk22', 'expanded_url': 'https://twitter.com/rakhitripathi/status/1243077062170046466', 'display_url': 'twitter.com/rakhitripathi/…', 'indices': [96, 119]}]}",en,
30,1243139018486841344,1129905668461195264,"Check this video to know how to save yourself from CORONAVIRUS! ❤
Link in bio 📍
.
.
.
.
.
.
.
.
.
.
.
.
.
#corona #coronavirus #covid19 #coronavirusindia #howtopreventcorona #howtoprotectfromcorona #quarantine… https://t.co/3lH71NIVF0",2020-03-26 11:33:33,"{'hashtags': [{'text': 'corona', 'indices': [106, 113]}, {'text': 'coronavirus', 'indices': [114, 126]}, {'text': 'covid19', 'indices': [127, 135]}, {'text': 'coronavirusindia', 'indices': [136, 153]}, {'text': 'howtopreventcorona', 'indices': [154, 173]}, {'text': 'howtoprotectfromcorona', 'indices': [174, 197]}, {'text': 'quarantine', 'indices': [198, 209]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3lH71NIVF0', 'expanded_url': 'https://www.instagram.com/p/B-MgCTIFsUl/?igshid=2iqrk9bu5g2f', 'display_url': 'instagram.com/p/B-MgCTIFsUl/…', 'indices': [211, 234]}]}",en,
