,id_str,user_id,text,created_at,entities,lang,time_zone
0,1242793182099722241,159476313,"I know I am not supposed to joke about it, but that's probably the only ""corona"" the guy is ever gonna get 😛
(On a serious note, I hope the old fellow gets well soon!) https://t.co/l7l9Vi3SPT",2020-03-25 12:39:19,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/l7l9Vi3SPT', 'expanded_url': 'https://twitter.com/Charles_HRH/status/1242766463380979713', 'display_url': 'twitter.com/Charles_HRH/st…', 'indices': [168, 191]}]}",en,
1,1242793226886475781,1135746566285910021,"Hon’ble Prime Minister Sh. @narendramodi Ji is interacting with citizens of Varanasi on Corona virus related issues via Video Conferencing.
https://t.co/rt55ZRrJtW",2020-03-25 12:39:29,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [27, 40]}], 'urls': [{'url': 'https://t.co/rt55ZRrJtW', 'expanded_url': 'https://www.pscp.tv/w/cUn25HR3LTExMzU3NDY1NjYyODU5MTAwMjF8MWRSS1pRUk52cXp4Qi591ctQbKFMz8t9s14KZfEnhOgAPabboQgYuVQod7U6', 'display_url': 'pscp.tv/w/cUn25HR3LTEx…', 'indices': [140, 163]}]}",en,
2,1242793254044626944,3281883433,"Beware of frauds in name of corona virus. Don't click any link without knowing it's authenticity. @DoT_India 
#StayHomeStaySafe 
#21daylockdown https://t.co/dCloH5cY8E",2020-03-25 12:39:36,"{'hashtags': [{'text': 'StayHomeStaySafe', 'indices': [110, 127]}, {'text': '21daylockdown', 'indices': [129, 143]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DoT_India', 'name': 'DoT India', 'id': 735362544160886784, 'id_str': '735362544160886784', 'indices': [98, 108]}], 'urls': [{'url': 'https://t.co/dCloH5cY8E', 'expanded_url': 'https://twitter.com/ITS_MoC/status/1242785505046978561', 'display_url': 'twitter.com/ITS_MoC/status…', 'indices': [144, 167]}]}",en,
3,1242793310990802944,557846661,"How to spread #corona virus (COVI-19)?
#corona #covid_19 @ Delhi, India https://t.co/eUJFZ2qER4",2020-03-25 12:39:49,"{'hashtags': [{'text': 'corona', 'indices': [14, 21]}, {'text': 'corona', 'indices': [39, 46]}, {'text': 'covid_19', 'indices': [47, 56]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eUJFZ2qER4', 'expanded_url': 'https://www.instagram.com/p/B-KC03apuE0/?igshid=1otge7ygpi2no', 'display_url': 'instagram.com/p/B-KC03apuE0/…', 'indices': [72, 95]}]}",en,
4,1242793331425337344,72019077,Time to save 1.5 Crore people from Corona | Tamil | LMES https://t.co/PJ31qmgBLC via @YouTube It’s in Tamil so many people from Karnataka and Kerala should get it easily. Hope he does it in English and other languages too.,2020-03-25 12:39:54,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [85, 93]}], 'urls': [{'url': 'https://t.co/PJ31qmgBLC', 'expanded_url': 'https://youtu.be/o7nURy0HmZY', 'display_url': 'youtu.be/o7nURy0HmZY', 'indices': [57, 80]}]}",en,
5,1242793411343572992,1242750080144138240,@HumnRitesReview  Physical assault by local police officer by the name of Corona test .Travel from kolkatta and mumbai after 7 days I reached village by the name of false statement people told me that I am corona positive and police officers start slap me on my face why I m not .,2020-03-25 12:40:13,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HumnRitesReview', 'name': 'Human Rights for All', 'id': 762986116924444674, 'id_str': '762986116924444674', 'indices': [0, 16]}], 'urls': []}",en,
6,1242793445254516737,1215541904227459077,"We thanks our beloved prime minister Shri Narendra Modi ,announcing 21 days lock down.tali thali program and various measure taken by him to fight against corona virus.sciencetificaly this is compulsary to break the chain of spreding virus  through out the country.Bande matram..",2020-03-25 12:40:21,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",en,
7,1242793499436564480,1182231792956235776,"Out now ! Link in my bio
*Corona - much more than just a lethal virus* 
*Out now on YouTube*
*Please do support and Share if you think the same and agree on it*

*Don't forget to like share comment and subscribe to… https://t.co/N3EPhdSdAb",2020-03-25 12:40:34,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/N3EPhdSdAb', 'expanded_url': 'https://www.instagram.com/p/B-KC3q2pUSl/?igshid=xw204ex7ztxn', 'display_url': 'instagram.com/p/B-KC3q2pUSl/…', 'indices': [216, 239]}]}",en,
8,1242793635663327236,1655189262,"The Government of India has created WhatsApp Chatbot on Corona.

 It is called MyGov Corona Helpdesk.

Just save on WhatsApp 9013151515 and write a “Hi” you will get automated response on queries related to Corona. #IndiaFightsCorona https://t.co/rBoPp1EXh4",2020-03-25 12:41:07,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [215, 233]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1242793623055241216, 'id_str': '1242793623055241216', 'indices': [234, 257], 'media_url': 'http://pbs.twimg.com/media/ET9KNy9UEAAnMrK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET9KNy9UEAAnMrK.jpg', 'url': 'https://t.co/rBoPp1EXh4', 'display_url': 'pic.twitter.com/rBoPp1EXh4', 'expanded_url': 'https://twitter.com/nareshkumbhani/status/1242793635663327236/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 518, 'h': 680, 'resize': 'fit'}, 'large': {'w': 800, 'h': 1050, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 1050, 'resize': 'fit'}}}]}",en,
9,1242793821525557248,1166269817839476737,Petition to PM Narendra Modi to Stop Central Vista Redevelopment - Fight Corona Virus. #SaveCentralVista @PMOIndia - Sign the Petition! https://t.co/7JTIoXqfJU via @Change,2020-03-25 12:41:51,"{'hashtags': [{'text': 'SaveCentralVista', 'indices': [87, 104]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [105, 114]}, {'screen_name': 'Change', 'name': 'Change.org', 'id': 15947602, 'id_str': '15947602', 'indices': [164, 171]}], 'urls': [{'url': 'https://t.co/7JTIoXqfJU', 'expanded_url': 'http://chng.it/GKFcsVBr', 'display_url': 'chng.it/GKFcsVBr', 'indices': [136, 159]}]}",en,
10,1242793987603226629,72519825,"Oh #TomHanks and now #PrinceCharles 

Take care all, we need to strongly follow #SocialDistanacing 

#corona #COVID2019 https://t.co/QHBe5ZtKO2",2020-03-25 12:42:31,"{'hashtags': [{'text': 'TomHanks', 'indices': [3, 12]}, {'text': 'PrinceCharles', 'indices': [21, 35]}, {'text': 'SocialDistanacing', 'indices': [80, 98]}, {'text': 'corona', 'indices': [101, 108]}, {'text': 'COVID2019', 'indices': [109, 119]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QHBe5ZtKO2', 'expanded_url': 'https://twitter.com/cnni/status/1242772551090274306', 'display_url': 'twitter.com/cnni/status/12…', 'indices': [120, 143]}]}",en,
11,1242794118721331201,753010982,"The Government of India has created WhatsApp Chatbot on Corona.

 It is called MyGov Corona Helpdesk.

Just save on WhatsApp 9013151515 and write a “Hi” you will get automated response on queries related to Corona. #IndiaFightsCorona https://t.co/CKeSTORZ1o",2020-03-25 12:43:02,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [215, 233]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1242794108348850177, 'id_str': '1242794108348850177', 'indices': [234, 257], 'media_url': 'http://pbs.twimg.com/media/ET9KqC0U4AEXdWg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET9KqC0U4AEXdWg.jpg', 'url': 'https://t.co/CKeSTORZ1o', 'display_url': 'pic.twitter.com/CKeSTORZ1o', 'expanded_url': 'https://twitter.com/krunalshah_jain/status/1242794118721331201/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 800, 'h': 1050, 'resize': 'fit'}, 'small': {'w': 518, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1050, 'resize': 'fit'}}}]}",en,
12,1242794216511508481,1049961238237782016,"At a time when the whole world is struggling with an epidemic like Corona, there is a lot of hatred among these people at such a time, there is no doubt that the religion of terrorism is Islam. https://t.co/H8rUEiLa8r",2020-03-25 12:43:25,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/H8rUEiLa8r', 'expanded_url': 'https://twitter.com/Swamy39/status/1242761956756348929', 'display_url': 'twitter.com/Swamy39/status…', 'indices': [194, 217]}]}",en,
13,1242794233578340353,1242403668034498560,@PMOIndia @narendramodi We support you Sir. Let's fight Corona together https://t.co/Eu54LfhgUR,2020-03-25 12:43:29,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [0, 9]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [10, 23]}], 'urls': [], 'media': [{'id': 1242793721751625731, 'id_str': '1242793721751625731', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1242793721751625731/pu/img/5_GTDN0GTer1GsKW.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1242793721751625731/pu/img/5_GTDN0GTer1GsKW.jpg', 'url': 'https://t.co/Eu54LfhgUR', 'display_url': 'pic.twitter.com/Eu54LfhgUR', 'expanded_url': 'https://twitter.com/Vinish08500610/status/1242794233578340353/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}",en,
