,id_str,user_id,text,created_at,lang,entities_hashtags,entities_symbols,location,coordinates,time_zone
0,1263776163760975874,2996007404,"Less testing..no testing before surgery..no definite rules..daily change of protocols..
Thank you GUJARAT &amp; COVID19 - you have left us to deal with crisis on our own..you are teaching us to be ATMA NIRBHAR...#आत्मनिर्भरभारत @JayantiRavi @AmdavadAMC",2020-05-22 10:18:11,en,"[{'text': 'आत्मनिर्भरभारत', 'indices': [212, 227]}]",[],"Ahmadabad City, India",,
1,1263776199781896192,353238695,"Article with real story. Every one who is truthful to Mother Ganges must read it, like it n RT the news material. How can Government officials can play with sentiments of general people! A month back, these officials spread the rumours of Clean Ganga in Lockdown! Punish them. https://t.co/uPca3UHUiA",2020-05-22 10:18:20,en,[],[],"Varanasi, India",,
2,1263776294224801792,451966553,Correct and Humane judgement in the prevailing pandemic #Covid19 .Yes tenants can not claim exemption of payment of rent on the pretext of Covid19.@LiveLawIndia https://t.co/rW8ZEAwBQI,2020-05-22 10:18:43,en,"[{'text': 'Covid19', 'indices': [56, 64]}]",[],"KURNOOL,A.P.",,
3,1263776338667646976,1562564844,This is worrisome as after Covid19 everything is just about to getting normal when all of a sudden you heard plane crash report with crew onboard with 90pax and that too crashed in residential area.. 😞 https://t.co/4W82ZxDxGB,2020-05-22 10:18:53,en,[],[],"Bhanvad, DevBhumi Dwarka",,
4,1263776350646591495,1030334371704832001,"@travels_kr @EaseMyTrip Bro- You will end up loosing money or at least they will charge convenience fee for anything like COVID-19 airlines given full refund but this people deducted silently. 
Use some other agent.
Use this time and forget them forever.",2020-05-22 10:18:56,en,[],[],"Bengaluru South, India",,
5,1263776374562619397,1098998488174493697,Corona safety jacket https://t.co/11G3jZ7L4Q,2020-05-22 10:19:02,en,[],[],"Lucknow, India",,
6,1263776437661728769,1174342760326807552,"@Youth4Gujarat donated 60,000 Mask and 6000 sanitizers to the @CP_SuratCity for fights against corona.
#StaySafe #StayHealthy #IndiaFightCorona https://t.co/zKP7GmQfQS https://t.co/upzs9p3OWd",2020-05-22 10:19:17,en,"[{'text': 'StaySafe', 'indices': [103, 112]}, {'text': 'StayHealthy', 'indices': [113, 125]}, {'text': 'IndiaFightCorona', 'indices': [126, 143]}]",[],,,
7,1263776589206216704,2318656698,"Shame on #BJP for doing dirty politics in this Pandemic outbreak of #COVID-19 to get only for its own goal and interests by negative propaganda against the ruling Gov't. In this hour of grief they places own profit before people lives is pure evil.
#BJPTheRealAntiNational https://t.co/Svemxs4i2E",2020-05-22 10:19:53,en,"[{'text': 'BJP', 'indices': [9, 13]}, {'text': 'COVID', 'indices': [68, 74]}, {'text': 'BJPTheRealAntiNational', 'indices': [249, 272]}]",[],"Mumbai, India",,
8,1263776649587220480,775925408,"Out of 118447 positive Corona cases in India, Maharashtra is top in the tally with 41462 cases, 35% of total numbers. #MaharashtraBachao https://t.co/RnjISKzkfV",2020-05-22 10:20:07,en,"[{'text': 'MaharashtraBachao', 'indices': [118, 136]}]",[],Delhi,,
9,1263776662363176961,435909410,"@saahilsingla @gvkreddi @SEBI_India @NSEIndia @RBI @DasShaktikanta Ha ha ha so he is managing global market as well?? Dow has retracted more than Nifty, so we still dowe more than global market with less Covid deaths/impact.. grow up, FOMO made yiu post this comment..want to buy more??",2020-05-22 10:20:10,en,[],[],Pune,,
10,1263776760996323328,758587839542157313,"Abvp Is Distributing Students Kit During Covid 19.
Who else thinks so?
#ABVPForEducation",2020-05-22 10:20:34,en,"[{'text': 'ABVPForEducation', 'indices': [71, 88]}]",[],,,
11,1263776779119939585,726475307440435203,Big thanks to the CFPC....thoroughly enjoyed it! https://t.co/G2EyvELIr7,2020-05-22 10:20:38,en,[],[],,,
12,1263776876998225920,68115642,"This is me time. A time for self-realisation. A time to introspect. And A time to move ahead.

A short clip I found in my ‘Travel Diary’ from Mumbai to Malerkotla by Train.

#indianrailways
#Covid19 https://t.co/YAszpXGTWD",2020-05-22 10:21:01,en,"[{'text': 'indianrailways', 'indices': [174, 189]}, {'text': 'Covid19', 'indices': [190, 198]}]",[],Chandigarh,,
13,1263777024700747777,1136150356050685952,""" THE PAIN YOU FEEL TODAY 
WILL BE 
THE STRENGTH YOU FEEL TOMORROW  "" 

#ananthukhadibhavan #ananthuposts #khadiproducts #khadi #handloom #handloomlove #nagercoil #kanyakumari  #tamilnadu #gocorona #corona… https://t.co/HMtExwUexF",2020-05-22 10:21:37,en,"[{'text': 'ananthukhadibhavan', 'indices': [72, 91]}, {'text': 'ananthuposts', 'indices': [92, 105]}, {'text': 'khadiproducts', 'indices': [106, 120]}, {'text': 'khadi', 'indices': [121, 127]}, {'text': 'handloom', 'indices': [128, 137]}, {'text': 'handloomlove', 'indices': [138, 151]}, {'text': 'nagercoil', 'indices': [152, 162]}, {'text': 'kanyakumari', 'indices': [163, 175]}, {'text': 'tamilnadu', 'indices': [177, 187]}, {'text': 'gocorona', 'indices': [188, 197]}, {'text': 'corona', 'indices': [198, 205]}]",[],"Nagercoil, India","{'type': 'Point', 'coordinates': [77.43173, 8.16864]}",
