,id_str,user_id,text,created_at,entities,user_location,lang,time_zone,location
601,1243333972567846912,948610148502618113,"@ChouhanShivraj Sir, During this crisis situation We the Power Engineers are working hard like other essential services. SINGRAULI is the Power Hub of India, but no Proper medical facilities are there to protect this area against medical &amp;corona  Request to look into this matter",2020-03-27 00:28:13,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChouhanShivraj', 'name': 'Shivraj Singh Chouhan', 'id': 1251083774, 'id_str': '1251083774', 'indices': [0, 15]}], 'urls': []}",,en,,"Chhattisgarh, India"
602,1243335860889604096,1231725751898009600,"Follow : @GospelJeevan
Whatsapp : 9003364314
Now Jeevan Gospel Tv in PlayStore App
Please Download , Share &amp; Write your Review @ Comments
Link in Bio
#JeevanTv #Jeevan_Tv #Corona_Verse #Corona https://t.co/NGM5zEvCXu",2020-03-27 00:35:43,"{'hashtags': [{'text': 'JeevanTv', 'indices': [154, 163]}, {'text': 'Jeevan_Tv', 'indices': [164, 174]}, {'text': 'Corona_Verse', 'indices': [175, 188]}, {'text': 'Corona', 'indices': [189, 196]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GospelJeevan', 'name': 'Jeevan Gospel TV', 'id': 1231725751898009600, 'id_str': '1231725751898009600', 'indices': [9, 22]}], 'urls': [], 'media': [{'id': 1243335848055066624, 'id_str': '1243335848055066624', 'indices': [197, 220], 'media_url': 'http://pbs.twimg.com/media/EUE3XcfU0AAoIKK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUE3XcfU0AAoIKK.jpg', 'url': 'https://t.co/NGM5zEvCXu', 'display_url': 'pic.twitter.com/NGM5zEvCXu', 'expanded_url': 'https://twitter.com/GospelJeevan/status/1243335860889604096/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 546, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 960, 'h': 1196, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1196, 'resize': 'fit'}}}]}",,en,,
603,1243336441519718401,1118505849272451082,@narendramodi MODIJI  I ALWAYS PRAY GOOD HEALTH OF YOURSELF AND ALL THE CITIZENS OF OUR COUNTRY WE ALL TO GETHER FIGHT AGAINST CORONA VIRUS WE HOPE THAT WE WIN WITH THE BLESSING OF BHAGWAN MAHAVEER BEFORE 6TH APRIL ON THEIR JANAM KALYANAK DAY,2020-03-27 00:38:02,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}], 'urls': []}",,en,,"गुंटूर, भारत"
604,1243336461446864897,317944193,"@VoiceOfAxom IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'E CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.
IT'S CHINESE VIRUS NOT CORONA.",2020-03-27 00:38:07,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'VoiceOfAxom', 'name': 'Voice of Assam', 'id': 3304912322, 'id_str': '3304912322', 'indices': [0, 12]}], 'urls': []}",,en,,"Jaipur, Rajasthan"
605,1243336758747635713,1242375037652357120,"#nostalgic 😁 missing those days🧿... 
#stayhome 🏡
#quarantine / #quarantinelife
❌🤯
#pray for the heroes 
Pray for the poor 
Pray for the victims , death and their family members to strong and healthy.. 
#corona go...… https://t.co/avRBoPDbJP",2020-03-27 00:39:18,"{'hashtags': [{'text': 'nostalgic', 'indices': [0, 10]}, {'text': 'stayhome', 'indices': [37, 46]}, {'text': 'quarantine', 'indices': [49, 60]}, {'text': 'quarantinelife', 'indices': [63, 78]}, {'text': 'pray', 'indices': [82, 87]}, {'text': 'corona', 'indices': [202, 209]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/avRBoPDbJP', 'expanded_url': 'https://www.instagram.com/p/B-N5751nVO9/?igshid=1huc2q6qlccfj', 'display_url': 'instagram.com/p/B-N5751nVO9/…', 'indices': [217, 240]}]}",,en,,
606,1243336799641989120,1237865761579905024,"Dear PM sir you are very kind,
there are many freelance artists in India like me.many were unable to sell their works as economy was low and because of corona they are suffering more and not even hand to mouth,please help them. @narendramodi @FinMinIndia @nsitharaman",2020-03-27 00:39:27,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [228, 241]}, {'screen_name': 'FinMinIndia', 'name': 'Ministry of Finance', 'id': 2613904818, 'id_str': '2613904818', 'indices': [242, 254]}, {'screen_name': 'nsitharaman', 'name': 'Nirmala Sitharaman', 'id': 58243368, 'id_str': '58243368', 'indices': [255, 267]}], 'urls': []}",,en,,India
607,1243337004932186115,1226826642372186112,"Why every newspaper and digital media showing highest rising rate in corona virus day by day why they are not seeing in positive way that in lockdown all no. are coming out, if there is no lockdown in country for present situation then what is going to happen just imagine ITALY https://t.co/TEt5cxe4TX",2020-03-27 00:40:16,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243336996694528001, 'id_str': '1243336996694528001', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/EUE4aTgUEAEWefY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUE4aTgUEAEWefY.jpg', 'url': 'https://t.co/TEt5cxe4TX', 'display_url': 'pic.twitter.com/TEt5cxe4TX', 'expanded_url': 'https://twitter.com/Dharmen18229307/status/1243337004932186115/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 666, 'resize': 'fit'}, 'large': {'w': 720, 'h': 666, 'resize': 'fit'}, 'small': {'w': 680, 'h': 629, 'resize': 'fit'}}}]}",,en,,kolkata
608,1243337385934389248,1029922430637170688,"There is a lot of violation of lock down around the location, #Support Lockdown, Defeat Corona. Plz Help to stop these type people's activities.",2020-03-27 00:41:47,"{'hashtags': [{'text': 'Support', 'indices': [62, 70]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,"New Delhi, India"
609,1243337412379623425,3083693142,"@MirrorNow HELP CORONA AFFECTED INDIA
         where are those.....
Adanis
Ambani's
Tatas
Those billionaires Who have looted India, filled their treasuries, got their bank loans waived off,
 KAHAN HAIN.    KAHAN HAIN.....",2020-03-27 00:41:53,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MirrorNow', 'name': 'Mirror Now', 'id': 3638215945, 'id_str': '3638215945', 'indices': [0, 10]}], 'urls': []}",,en,,"Lucknow, India"
610,1243337434567290882,1118505849272451082,@narendramodi YOU ARE GREAT FORGIVING IMPORTANT COMPULSORY GUIDANCE OF SOCIAL DISTANCING AND NAMASTE OF INDIA FOR NOT TO SPREAD CORONA VIRUS FOLLOW ALL THE CITIZENS FOR THEIR OWN SAFETY AND FOR THEIR FAMILIES AND WHOLE NATION,2020-03-27 00:41:59,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}], 'urls': []}",,en,,"गुंटूर, भारत"
611,1243338226825187329,1118505849272451082,@rajnathsingh GOOD GOVERNANCE AND IMPORTANT  DECISION TAKEN AT RIGHT TIME BY YOUR BJP GOVERNMENT AGAINST CORONA IS VERY HELPFUL TO EVERY CITIZEN OF THE COUNTRY,2020-03-27 00:45:08,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rajnathsingh', 'name': 'Rajnath Singh', 'id': 1346439824, 'id_str': '1346439824', 'indices': [0, 13]}], 'urls': []}",,en,,"गुंटूर, भारत"
612,1243338827877339136,1029922430637170688,"There is a lot of violation of lock down around the location, #Support Lockdown, Defeat Corona. Plz Help to stop these type people's activities. https://t.co/wbizZKObYD",2020-03-27 00:47:31,"{'hashtags': [{'text': 'Support', 'indices': [62, 70]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wbizZKObYD', 'expanded_url': 'https://twitter.com/Ravikuntal725/status/1243335422991835136', 'display_url': 'twitter.com/Ravikuntal725/…', 'indices': [145, 168]}]}",,en,,"New Delhi, India"
613,1243339063769174017,382617055,I would ask what is right with these people https://t.co/1lQxudQLUB,2020-03-27 00:48:27,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1lQxudQLUB', 'expanded_url': 'https://twitter.com/BBTheorist/status/1242847115790827521', 'display_url': 'twitter.com/BBTheorist/sta…', 'indices': [44, 67]}]}",,en,,"Wadala, Mumbai"
614,1243339390253813760,2245326128,"Boss, i like prabhas after pk for  some reasons not ntr ,not even mahesh ma dappu simplicity https://t.co/gyl0AKGauB",2020-03-27 00:49:45,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gyl0AKGauB', 'expanded_url': 'https://twitter.com/baraju_SuperHit/status/1243233994096783361', 'display_url': 'twitter.com/baraju_SuperHi…', 'indices': [93, 116]}]}",,en,,"Bengaluru, India"
615,1243340338682564610,4676907757,@GargaC @lalbabarice @BanglaPokkho @sohinichat @maiti_kausik @thatmirrorguy @MonanBengali @Mrnath96 @BodhSays @skoushik351 @PuspalMishra @PritishNandy It's the Chinese virus and not corona. Wonderful work @lalbabarice,2020-03-27 00:53:31,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GargaC', 'name': 'Garga Chatterjee', 'id': 558381779, 'id_str': '558381779', 'indices': [0, 7]}, {'screen_name': 'lalbabarice', 'name': 'lalbabarice', 'id': 1196764897712848896, 'id_str': '1196764897712848896', 'indices': [8, 20]}, {'screen_name': 'BanglaPokkho', 'name': 'বাংলা পক্ষ Bangla Pokkho', 'id': 1188789237996388354, 'id_str': '1188789237996388354', 'indices': [21, 34]}, {'screen_name': 'sohinichat', 'name': 'Bed Tea Debi', 'id': 54892886, 'id_str': '54892886', 'indices': [35, 46]}, {'screen_name': 'maiti_kausik', 'name': 'Kausik Maiti কৌশিক মাইতি', 'id': 1011213382169563137, 'id_str': '1011213382169563137', 'indices': [47, 60]}, {'screen_name': 'thatmirrorguy', 'name': 'Darpan', 'id': 2842144441, 'id_str': '2842144441', 'indices': [61, 75]}, {'screen_name': 'Mrnath96', 'name': 'Somnath Nath', 'id': 3052730485, 'id_str': '3052730485', 'indices': [90, 99]}, {'screen_name': 'BodhSays', 'name': 'Bodhisattwa|বোধিসত্ত্ব', 'id': 2770295364, 'id_str': '2770295364', 'indices': [100, 109]}, {'screen_name': 'skoushik351', 'name': 'Koushik Sarkar', 'id': 901023394430205952, 'id_str': '901023394430205952', 'indices': [110, 122]}, {'screen_name': 'PuspalMishra', 'name': 'Puspal Mishra', 'id': 3580834039, 'id_str': '3580834039', 'indices': [123, 136]}, {'screen_name': 'PritishNandy', 'name': 'Pritish Nandy', 'id': 52339151, 'id_str': '52339151', 'indices': [137, 150]}, {'screen_name': 'lalbabarice', 'name': 'lalbabarice', 'id': 1196764897712848896, 'id_str': '1196764897712848896', 'indices': [205, 217]}], 'urls': []}",,en,,"Kolkata, West Bengal"
616,1243340398560411648,1536127303,On Wednesday nifty strong resistance at 8000. Thursday strong resistance at 8500. Tdy strong resistance at 9000. These are number games. Corona no corona number of deaths less or more. Just if Dow up fut up package no package we will go up. By 9 if fut reverses be careful.,2020-03-27 00:53:45,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,New delhi
617,1243340611429650432,1342304222,The biggest worry for Congress. They don't see any chance of syphoning off money from this relief package. They are fighting for their survival. Corona has cutoff their international supply line. https://t.co/NJtlU48wVP,2020-03-27 00:54:36,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NJtlU48wVP', 'expanded_url': 'https://twitter.com/desimojito/status/1243264318935711744', 'display_url': 'twitter.com/desimojito/sta…', 'indices': [196, 219]}]}",,en,,
618,1243340732846333952,888412286217355264,"#CORONA #COVID19
Awareness bigins in my home. Go Back CORONA..!!! https://t.co/SXf0YYVy0p",2020-03-27 00:55:05,"{'hashtags': [{'text': 'CORONA', 'indices': [0, 7]}, {'text': 'COVID19', 'indices': [8, 16]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1243340714479505409, 'id_str': '1243340714479505409', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/EUE7ytVU0AEP6uN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EUE7ytVU0AEP6uN.jpg', 'url': 'https://t.co/SXf0YYVy0p', 'display_url': 'pic.twitter.com/SXf0YYVy0p', 'expanded_url': 'https://twitter.com/pothysm/status/1243340732846333952/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}}}]}",,en,,"Chennai, India"
619,1243340738370265091,1240825332925521920,"Individuals do not have the power to ward off the corona epidemic. That is why if we practice the execution of the lockdown during the lockdown, we will call the prime minister and the chief minister directly. We can protect the areas in the form of ""corona"".",2020-03-27 00:55:06,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,
620,1243340812718444544,1240825332925521920,"The visible enemy can face anyway, but it is impossible to face an unseen enemy. These three weeks are crucial to us. It is great to respect their call, not to be happy, but to meet in the difficult times. This is our moral responsibility. Let us tie the hand and tie the corona.",2020-03-27 00:55:24,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,
621,1243340850983133185,849414108327890944,"China , Spain , Italy - All Corona affected countries governed by Rulers with common sense

What will happen to America - No idea",2020-03-27 00:55:33,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,India
622,1243341232111304710,179479663,"More than 17,000 positive cases of corona in the US and 266 deaths reported in the last 24 hours #NamasteBharat #Coronavirus",2020-03-27 00:57:04,"{'hashtags': [{'text': 'NamasteBharat', 'indices': [97, 111]}, {'text': 'Coronavirus', 'indices': [112, 124]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,en,,Delhi
