,id_str,user_id,text,created_at,lang,entities_hashtags,entities_symbols,location,coordinates,time_zone
0,1258004793521573889,151407497,Jagatsinghpur district entered in the #COVIDー19 positive case table with four cases at a time. https://t.co/AmqswmgBtD,2020-05-06 12:04:50,en,"[{'text': 'COVIDー19', 'indices': [38, 47]}]",[],"Bhubaneswar,Odisha,India",,
1,1258004838622756864,2386800769,No fresh #COVID19 case in #noida today. Total cases: 192. #StayHomeStaySafe https://t.co/Yvs6I2NQjr,2020-05-06 12:05:00,en,"[{'text': 'COVID19', 'indices': [9, 17]}, {'text': 'noida', 'indices': [26, 32]}, {'text': 'StayHomeStaySafe', 'indices': [58, 75]}]",[],"New Delhi, India",,
2,1258009244214988801,2937093372,It's wrong @mlkhattar @gurgaonpolice @ArvindKejriwal @narendramodi All Delhiites r not Corona positive. Allow people having Aarogya appGreen tick to visit kids n parents in Gurgaon-Delhi if u  r ALLOWING openly Liquor buyers in open markets. It's unfair.,2020-05-06 12:22:31,en,[],[],,,
3,1258009331586514944,310706595,Why return to the cities which treated us so bad.. https://t.co/56tqaNfwLc,2020-05-06 12:22:51,en,[],[],New Delhi,,
4,1258009485777518597,3043308180,Fresh Food was served by Ahemdabad Ashram of Sant Shri Asharamji Bapu to those affected by Lockdown due to Corona pandemic. #CovidReliefWorkByAsharamjiBapuAshram https://t.co/mcXJQL4nqY,2020-05-06 12:23:28,en,"[{'text': 'CovidReliefWorkByAsharamjiBapuAshram', 'indices': [124, 161]}]",[],,,
5,1258009538164330497,3043308180,"Sant Shri Asharamji Bapu Ashrams at Chennai, Dondoicha, Patna, Rajkot, Lucknow, Bihar, Pandesara, Pune &amp; Bhubaneswar carried out VariousProgrammes on the occasion of Vishwa Sewa Diwas and during Lockdown due to Corona. #CovidReliefWorkByAsharamjiBapuAshram https://t.co/aIjnrcBSoQ",2020-05-06 12:23:41,en,"[{'text': 'CovidReliefWorkByAsharamjiBapuAshram', 'indices': [223, 260]}]",[],,,
6,1258009579293736960,101036724,Breaking news : Italy has claimed to make COVID-19 vaccine.,2020-05-06 12:23:51,en,[],[],Delhi NCR,,
7,1258009582984667137,550382928,The #covid timeline according to #WHO. How has @WHO responded to #COVIDー19 https://t.co/nXNJsVwYgL via @YouTube,2020-05-06 12:23:51,en,"[{'text': 'covid', 'indices': [4, 10]}, {'text': 'WHO', 'indices': [33, 37]}, {'text': 'COVIDー19', 'indices': [65, 74]}]",[],,,
8,1258009646758912000,82565839,"@rohini_sgh Gujarat and Agra are epic centre, both were India Gate for Coronavirus enter smoothly. Both would be worst in entire india. Others are victims in chain by default.",2020-05-06 12:24:07,en,[],[],"kolkata, India",,
9,1258009843509723136,2937093372,It's wrong @mlkhattar @LtGovDelhi @dtptraffic @ArvindKejriwal @narendramodi All Delhiites r not Corona positive. Allow people having Aarogya appGreen tick to visit kids n parents in Gurgaon/Delhi if  ALLOWING openly Liquor buyers in open markets. It's unfair.,2020-05-06 12:24:54,en,[],[],,,
