,id_str,user_id,text,created_at,lang,entities_hashtags,entities_symbols,location,coordinates,time_zone
0,1263865383083143169,1299142681,"Reporting during the corona virus is second most difficult thing to do.

Reporting from minority dominated area still remains the first.

#coronavirus #lockdown #eid #jamamasjid",2020-05-22 16:12:43,en,"[{'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'lockdown', 'indices': [151, 160]}, {'text': 'eid', 'indices': [161, 165]}, {'text': 'jamamasjid', 'indices': [166, 177]}]",[],"New Delhi, India",,
1,1263865410023120896,706890197363871745,Many many Congratulations Sir https://t.co/rgCtplyGOu,2020-05-22 16:12:49,en,[],[],"Noida, India",,
2,1263865427899420672,3188898620,"Why is the government still SLEEPING???

TOTAL FAILURE @CMOMaharashtra
@OfficeofUT @AUThackeray

@iGopalShetty
@Yogeshsagar09 @mohitbharatiya_
@TajinderTiwana 
#COVIDー19 #coronavirus #MahaVikasAghadi https://t.co/nL1I4EEg8X",2020-05-22 16:12:54,en,"[{'text': 'COVIDー19', 'indices': [160, 169]}, {'text': 'coronavirus', 'indices': [170, 182]}, {'text': 'MahaVikasAghadi', 'indices': [183, 199]}]",[],India,,
3,1263865627464183809,1052585537226383360,"#justiceforemployees 
Right to salary&amp;wages for the work done is fundamental right Under  Article 19 &amp; 21 of Indian constitution.@TataMotors should lv up to its noble reputation in times of grave covid recession to pay the salary with immediate effct @RNTata2000 @indiatvnews https://t.co/ciDTOA40XF",2020-05-22 16:13:41,en,"[{'text': 'justiceforemployees', 'indices': [0, 20]}]",[],,,
4,1263865805101555712,3063211688,"Satyam Education &amp; Charitable Trust .
Covid-19 Ration Kit distribution to our needy migrant families ❤️ https://t.co/vGLqRrwwWy",2020-05-22 16:14:24,en,[],[],,,
5,1263865848692748290,452200536,Congratulations @drharshvardhan ji💐 https://t.co/7KwqRDChP7,2020-05-22 16:14:34,en,[],[],India,,
6,1263865880880054275,82574128,"@NyaySahay @SociallyBlog @Facebook Well focusing on verified news about #COVID19 hence looking @WHO &amp; @MoHFW_INDIA, also trying to put Govt orders in simplified forms ( as they are difficult to understand sometimes), but do guide us on how to improve, bunch of volunteers trying to help people 🙏",2020-05-22 16:14:42,en,"[{'text': 'COVID19', 'indices': [72, 80]}]",[],Snooze land,,
7,1263865887800639494,2312292547,"According to the new data by Ministry of Health and Family Welfare, Government of India, India’s COVID-19 recovery rate improves to 41%. #IndiaFightsCorona Press Information Bureau - PIB, Government of India #staysafe https://t.co/d7t33zyUh5",2020-05-22 16:14:43,en,"[{'text': 'IndiaFightsCorona', 'indices': [137, 155]}, {'text': 'staysafe', 'indices': [208, 217]}]",[],"Chandigarh, India",,
8,1263865940585836545,1052585537226383360,"#justiceforemployees 
Right to salary &amp;wages for the work done is fundamental right Under  Article 19 &amp; 21 of Indian constitution.@TataMotors should lv up to its noble reputation in times of grave covid recession to pay the salary with immediate effct. @RNTata2000",2020-05-22 16:14:56,en,"[{'text': 'justiceforemployees', 'indices': [0, 20]}]",[],,,
9,1263865955785949190,114003509,"@JhaSanjay @priyankagandhi Jha am sure some day in future may be in 2050 @INCIndia may reward you for your loyalty to them. I think your brain deserves a place in SALAR JUNG MUSEUM for creating great stories 2 protect your dumb bosses. Tell me Maharashtra has highest COVID cases, WHY buses were sent to UP",2020-05-22 16:15:00,en,[],[],mumbai,,
