,id_str,user_id,text,created_at,lang,entities_hashtags,entities_symbols,location,coordinates,time_zone
0,1256287132609437696,1189607467388264449,It's very sad to hear from your side. https://t.co/PHiREIca1F,2020-05-01 18:19:27,en,[],[],India,,
1,1256287144521408512,1243230971492585472,"@Nif 
#PHYSICALDISTANCING to fight #COVID-19 virus. MOST COMMON WAY the VIRUS is thought to spread is by people touching surfaces which have been contaminated by infected people. https://t.co/1Qkio7aCPp",2020-05-01 18:19:30,en,"[{'text': 'PHYSICALDISTANCING', 'indices': [6, 25]}, {'text': 'COVID', 'indices': [35, 41]}]",[],"Pune, India",,
2,1256287149504311306,201424626,"@WHO &amp; @EIB agree 2 boost efforts 2 support countries 🌎🌍🌏 in addressing d health impact of #COVID19!😷
#StayHome
Don't Panic,
#CoronaVirus 🐛24x7 #Help 1075 &amp; 9013151515 to Fight against #कोरोना..🍁
https://t.co/TwdYcdNEET 

All d Bst!
B Sporty Happy..
जय हिन्द!🇮🇳 
#HappyYadav https://t.co/BzJweQR2lp https://t.co/UnfKrEGgjH",2020-05-01 18:19:31,en,"[{'text': 'COVID19', 'indices': [95, 103]}, {'text': 'StayHome', 'indices': [106, 115]}, {'text': 'CoronaVirus', 'indices': [129, 141]}, {'text': 'Help', 'indices': [148, 153]}, {'text': 'कोरोना', 'indices': [193, 200]}, {'text': 'HappyYadav', 'indices': [271, 282]}]",[],"HUDCO PLACE, NEW DELHI",,
3,1256291864136650752,1049981422008770561,"We are working on a project to help people with their #pain issues and #mobility issues in the midst of #COVID19 and #lockdown 

We need dedicated volunteers for that. You ll be helping someone in need. So please think and consider volunteering for us. https://t.co/2129DRQ20z",2020-05-01 18:38:15,en,"[{'text': 'pain', 'indices': [54, 59]}, {'text': 'mobility', 'indices': [71, 80]}, {'text': 'COVID19', 'indices': [104, 112]}, {'text': 'lockdown', 'indices': [117, 126]}]",[],India,,
4,1256292061290127366,3983067733,"Me: hey I am doing PhD 

Friend: Then make vaccine for Coronavirus 😁😁

Me: like below gif
@AcademicChatter 
#phdchat 
#LockdownLife https://t.co/LjMMrJIfTB",2020-05-01 18:39:02,en,"[{'text': 'phdchat', 'indices': [108, 116]}, {'text': 'LockdownLife', 'indices': [118, 131]}]",[],"New Delhi, India",,
5,1256292130017837061,85579660,"A government order asking doctors for explanation about why they have turned out to be corona positive or a contact to a corona positive person. 

It is almost similar to asking a soldier why did he die despite the weapons given to him. 
#COVID__19 #IndiaFightsCorona",2020-05-01 18:39:19,en,"[{'text': 'COVID__19', 'indices': [238, 248]}, {'text': 'IndiaFightsCorona', 'indices': [249, 267]}]",[],Rohtak(Haryana),,
6,1256292191082815488,784248359347511296,"Without your financial support we will die, not for COVID-19 but lack of medicine and food. You must be aware that rationing process is very poor for needy. @narendramodi @sudhirchaudhary @AmitShah @News18India @irvpaswan @aajtak @ABPNews @Republic_Bharat https://t.co/uHgaagPpkE",2020-05-01 18:39:33,en,[],[],"Kolkata, India",,
7,1256292225283055618,951392316408803330,@ARanganathan72 @TimesNow @RShivshankar Completely align to your thoughts. No stimulus can benefit the most deprived of this society. Government has not even come openly for suggestions on Plan A/B for post Covid situation.,2020-05-01 18:39:41,en,[],[],"Bengaluru South, India",,
8,1256292273085509633,3312696294,"@RuchiraC @RahulGandhi https://t.co/GdAFIoHjwY
That's
MainDifferenceBetween
TwoLeaders
@RahulGandhi
atTheTime of #COVID19 #Covid_19india #RahulShowsTheWay
@narendramodi
Save #Chor_Of_Indias Nerav&amp;Mehul 
#देश_का_दुर्भाग्य_श्रीमानफैकू
@IndianExpress @ndtv @punjabkesari @vipinpubby
https://t.co/V9JDnYUXOt",2020-05-01 18:39:53,en,"[{'text': 'COVID19', 'indices': [113, 121]}, {'text': 'Covid_19india', 'indices': [122, 136]}, {'text': 'RahulShowsTheWay', 'indices': [137, 154]}, {'text': 'Chor_Of_Indias', 'indices': [174, 189]}, {'text': 'देश_का_दुर्भाग्य_श्रीमानफैकू', 'indices': [207, 236]}]",[],Jalandhar Canttonment Area,,
9,1256292408892899330,3312696294,"@RuchiraC @RahulGandhi https://t.co/GdAFIoHjwY
That's
MainDifferenceBetween
TwoLeaders
@RahulGandhi
atTheTime of #COVID19 #Covid_19india #RahulShowsTheWay
@narendramodi
Save #Chor_Of_Indias Nerav&amp;Mehul 
#देश_का_दुर्भाग्य_श्रीमानफैकू
@IndianExpress @ndtv @punjabkesari @vipinpubby
https://t.co/V9JDnYUXOt",2020-05-01 18:40:25,en,"[{'text': 'COVID19', 'indices': [113, 121]}, {'text': 'Covid_19india', 'indices': [122, 136]}, {'text': 'RahulShowsTheWay', 'indices': [137, 154]}, {'text': 'Chor_Of_Indias', 'indices': [174, 189]}, {'text': 'देश_का_दुर्भाग्य_श्रीमानफैकू', 'indices': [207, 236]}]",[],Jalandhar Canttonment Area,,
10,1256292572265238528,3312696294,"@RuchiraC @RahulGandhi https://t.co/GdAFIoHjwY
That's
MainDifferenceBetween
TwoLeaders
@RahulGandhi
atTheTime of #COVID19 #Covid_19india #RahulShowsTheWay
@narendramodi
Save #Chor_Of_Indias Nerav&amp;Mehul 
#देश_का_दुर्भाग्य_श्रीमानफैकू
@IndianExpress @ndtv @punjabkesari @vipinpubby
https://t.co/V9JDnYUXOt",2020-05-01 18:41:04,en,"[{'text': 'COVID19', 'indices': [113, 121]}, {'text': 'Covid_19india', 'indices': [122, 136]}, {'text': 'RahulShowsTheWay', 'indices': [137, 154]}, {'text': 'Chor_Of_Indias', 'indices': [174, 189]}, {'text': 'देश_का_दुर्भाग्य_श्रीमानफैकू', 'indices': [207, 236]}]",[],Jalandhar Canttonment Area,,
11,1256292652569395201,740190572040859648,"Couldn't go home for last one month due to corona duty, yesterday my wife n today i got time to watch,just finished Thappad on prime.Staying away from family is very painful..in the end i feel like bas karo bhai rulaoge kya 😊great movie @anubhavsinha sir awesome you @taapsee 👌",2020-05-01 18:41:23,en,[],[],Meerut,,
12,1256292683204759553,864483943642525696,"@PMOIndia

Lockdown extended further in the country by PM as a preventative measure against coronavirus. 

""Yes, yehi thi, yehi hai, as discussed in @MohanBa5492348's tweets 'right choice' baby, whiich resolved country's rulers' great Hamletian dilemma, 'to lockdown or not to...",2020-05-01 18:41:31,en,[],[],"Agra, India",,
